,song_title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
2917,SexyBack (feat. Timbaland),Justin Timberlake,2FsuHpXIdXlKpo2Ep8EQuI,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,spotify:track:2FsuHpXIdXlKpo2Ep8EQuI,https://api.spotify.com/v1/tracks/2FsuHpXIdXlKpo2Ep8EQuI,https://api.spotify.com/v1/audio-analysis/2FsuHpXIdXlKpo2Ep8EQuI,242733,4
2918,SexyBack (feat. Timbaland),Justin Timberlake,2FsuHpXIdXlKpo2Ep8EQuI,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,spotify:track:2FsuHpXIdXlKpo2Ep8EQuI,https://api.spotify.com/v1/tracks/2FsuHpXIdXlKpo2Ep8EQuI,https://api.spotify.com/v1/audio-analysis/2FsuHpXIdXlKpo2Ep8EQuI,242733,4
2919,To Give Love,Dan Lavery,38BB4kak4qDlhTAJe3CrrD,0.509,0.887,3,-6.238,1,0.0392,0.089,0.0,0.152,0.54,113.08,audio_features,spotify:track:38BB4kak4qDlhTAJe3CrrD,https://api.spotify.com/v1/tracks/38BB4kak4qDlhTAJe3CrrD,https://api.spotify.com/v1/audio-analysis/38BB4kak4qDlhTAJe3CrrD,226613,4
2920,Real Love,Mary J. Blige,26oqlU53VxuRdeJnkkhTvS,0.742,0.832,0,-4.071,1,0.113,0.0609,4.69e-05,0.0384,0.865,95.039,audio_features,spotify:track:26oqlU53VxuRdeJnkkhTvS,https://api.spotify.com/v1/tracks/26oqlU53VxuRdeJnkkhTvS,https://api.spotify.com/v1/audio-analysis/26oqlU53VxuRdeJnkkhTvS,271040,4
2921,What Were We Thinking,Joss Stone,1pXTcTQ6evGed3hNz0mxZS,0.342,0.435,10,-7.265,1,0.0556,0.198,0.0,0.379,0.16,82.302,audio_features,spotify:track:1pXTcTQ6evGed3hNz0mxZS,https://api.spotify.com/v1/tracks/1pXTcTQ6evGed3hNz0mxZS,https://api.spotify.com/v1/audio-analysis/1pXTcTQ6evGed3hNz0mxZS,264907,4
2922,Retrospect for Life (feat. Lauryn Hill),Common,27yLdkUNKZqCq3A929s1Hd,0.75,0.456,5,-10.187,0,0.0813,0.00705,0.0,0.327,0.274,87.909,audio_features,spotify:track:27yLdkUNKZqCq3A929s1Hd,https://api.spotify.com/v1/tracks/27yLdkUNKZqCq3A929s1Hd,https://api.spotify.com/v1/audio-analysis/27yLdkUNKZqCq3A929s1Hd,324733,4
2923,We Got Love,Teyana Taylor,0t0m8COraffU3xz8FcKGuy,0.514,0.64,7,-7.933,1,0.283,0.0731,5.22e-05,0.869,0.434,60.303,audio_features,spotify:track:0t0m8COraffU3xz8FcKGuy,https://api.spotify.com/v1/tracks/0t0m8COraffU3xz8FcKGuy,https://api.spotify.com/v1/audio-analysis/0t0m8COraffU3xz8FcKGuy,246503,4
2924,Tell Me,Groove Theory,2Ci4EkIG5lA37yOkztBSRJ,0.724,0.427,1,-11.211,0,0.0381,0.136,6.17e-05,0.197,0.883,92.884,audio_features,spotify:track:2Ci4EkIG5lA37yOkztBSRJ,https://api.spotify.com/v1/tracks/2Ci4EkIG5lA37yOkztBSRJ,https://api.spotify.com/v1/audio-analysis/2Ci4EkIG5lA37yOkztBSRJ,252493,4
2925,When The Children Cry,White Lion,60e3ekvMlU9pENgj7kXgik,0.494,0.302,4,-10.499,0,0.0281,0.671,0.0,0.0673,0.341,130.265,audio_features,spotify:track:60e3ekvMlU9pENgj7kXgik,https://api.spotify.com/v1/tracks/60e3ekvMlU9pENgj7kXgik,https://api.spotify.com/v1/audio-analysis/60e3ekvMlU9pENgj7kXgik,256467,4
2926,Fu-Gee-La (feat. John Forté) - Refugee Camp Remix,Fugees,0YugQti9B7xj9bBvb34gb2,0.707,0.452,1,-12.201,1,0.378,0.111,2.22e-06,0.0637,0.549,175.378,audio_features,spotify:track:0YugQti9B7xj9bBvb34gb2,https://api.spotify.com/v1/tracks/0YugQti9B7xj9bBvb34gb2,https://api.spotify.com/v1/audio-analysis/0YugQti9B7xj9bBvb34gb2,262267,4
2927,Weekend Jumpoff,Kevin Michael,4pT55J7ibDd7xOVdaLFguj,0.696,0.653,2,-6.784,0,0.273,0.0437,0.0,0.148,0.581,103.905,audio_features,spotify:track:4pT55J7ibDd7xOVdaLFguj,https://api.spotify.com/v1/tracks/4pT55J7ibDd7xOVdaLFguj,https://api.spotify.com/v1/audio-analysis/4pT55J7ibDd7xOVdaLFguj,233509,4
2928,Oh Jerusalem - Live,Ms. Lauryn Hill,0bTcqp8xuSxxv8Jd38Cly7,0.544,0.476,2,-7.499,1,0.283,0.531,0.0,0.704,0.481,182.799,audio_features,spotify:track:0bTcqp8xuSxxv8Jd38Cly7,https://api.spotify.com/v1/tracks/0bTcqp8xuSxxv8Jd38Cly7,https://api.spotify.com/v1/audio-analysis/0bTcqp8xuSxxv8Jd38Cly7,534507,4
2929,Rendez-Vous,Zhane,1UKqo6RmsZpL9kGPbORVSP,0.483,0.341,1,-10.511,0,0.0457,0.569,1.31e-06,0.108,0.207,120.093,audio_features,spotify:track:1UKqo6RmsZpL9kGPbORVSP,https://api.spotify.com/v1/tracks/1UKqo6RmsZpL9kGPbORVSP,https://api.spotify.com/v1/audio-analysis/1UKqo6RmsZpL9kGPbORVSP,302133,4
2930,Whathever,Ideal,6oyCb2WrvadC9SDcA03do8,0.825,0.583,10,-9.852,0,0.0949,0.00214,0.0,0.0678,0.809,101.853,audio_features,spotify:track:6oyCb2WrvadC9SDcA03do8,https://api.spotify.com/v1/tracks/6oyCb2WrvadC9SDcA03do8,https://api.spotify.com/v1/audio-analysis/6oyCb2WrvadC9SDcA03do8,230000,4
2931,No Scrubs - Radio Version,TLC,2CSRU9xiw4JUkdPwKuy9yT,0.799,0.621,8,-6.576,0,0.134,0.0676,0.0,0.0567,0.588,92.919,audio_features,spotify:track:2CSRU9xiw4JUkdPwKuy9yT,https://api.spotify.com/v1/tracks/2CSRU9xiw4JUkdPwKuy9yT,https://api.spotify.com/v1/audio-analysis/2CSRU9xiw4JUkdPwKuy9yT,238800,4
2932,Dy-Na-Mi-Tee,Ms. Dynamite,5qx7Xo3swxTpSIEk0ExhSo,0.542,0.566,3,-8.62,0,0.0661,0.268,0.0,0.09,0.545,159.258,audio_features,spotify:track:5qx7Xo3swxTpSIEk0ExhSo,https://api.spotify.com/v1/tracks/5qx7Xo3swxTpSIEk0ExhSo,https://api.spotify.com/v1/audio-analysis/5qx7Xo3swxTpSIEk0ExhSo,216933,4
2933,Fun Fact,ELHAE,00uC8jL84N6ZPxebcIiVSa,0.606,0.923,1,-4.747,0,0.326,0.041,0.0,0.224,0.507,83.113,audio_features,spotify:track:00uC8jL84N6ZPxebcIiVSa,https://api.spotify.com/v1/tracks/00uC8jL84N6ZPxebcIiVSa,https://api.spotify.com/v1/audio-analysis/00uC8jL84N6ZPxebcIiVSa,222099,4
2934,Too Close,Next,0NIheTKsBpO5Uzl4i1AmEN,0.843,0.737,0,-5.735,1,0.0562,0.0904,1.47e-06,0.268,0.954,103.469,audio_features,spotify:track:0NIheTKsBpO5Uzl4i1AmEN,https://api.spotify.com/v1/tracks/0NIheTKsBpO5Uzl4i1AmEN,https://api.spotify.com/v1/audio-analysis/0NIheTKsBpO5Uzl4i1AmEN,239640,4
2935,Reach Out I'll Be There - Single Version / Mono,Four Tops,6MyS3lRbKo59Ncga4zgAk1,0.619,0.803,3,-3.521,0,0.0317,0.0703,0.0,0.27,0.73,119.538,audio_features,spotify:track:6MyS3lRbKo59Ncga4zgAk1,https://api.spotify.com/v1/tracks/6MyS3lRbKo59Ncga4zgAk1,https://api.spotify.com/v1/audio-analysis/6MyS3lRbKo59Ncga4zgAk1,179667,4
2936,Heartlight,Neil Diamond,0Pop7F8zXhX1vHDLImp59x,0.584,0.513,3,-10.324,1,0.0309,0.529,4.57e-05,0.133,0.518,119.322,audio_features,spotify:track:0Pop7F8zXhX1vHDLImp59x,https://api.spotify.com/v1/tracks/0Pop7F8zXhX1vHDLImp59x,https://api.spotify.com/v1/audio-analysis/0Pop7F8zXhX1vHDLImp59x,263960,4
2937,Something so Right,Paul Simon,5baWecYWkhlxTuGBUXAeVd,0.593,0.322,5,-15.188,1,0.0329,0.522,0.0139,0.117,0.275,74.819,audio_features,spotify:track:5baWecYWkhlxTuGBUXAeVd,https://api.spotify.com/v1/tracks/5baWecYWkhlxTuGBUXAeVd,https://api.spotify.com/v1/audio-analysis/5baWecYWkhlxTuGBUXAeVd,272907,4
2938,Black Girl Lost (feat. JoJo Hailey),Nas,1rct9wn4TaowW2USO2QhM4,0.726,0.748,0,-9.253,1,0.301,0.19,0.0,0.0985,0.841,91.405,audio_features,spotify:track:1rct9wn4TaowW2USO2QhM4,https://api.spotify.com/v1/tracks/1rct9wn4TaowW2USO2QhM4,https://api.spotify.com/v1/audio-analysis/1rct9wn4TaowW2USO2QhM4,262960,4
2939,I Get Out - Live,Ms. Lauryn Hill,4iwmTjkAokDyP9S51mpzQy,0.559,0.528,11,-6.897,0,0.508,0.535,0.0,0.704,0.694,180.879,audio_features,spotify:track:4iwmTjkAokDyP9S51mpzQy,https://api.spotify.com/v1/tracks/4iwmTjkAokDyP9S51mpzQy,https://api.spotify.com/v1/audio-analysis/4iwmTjkAokDyP9S51mpzQy,317333,4
2940,Toxic,Britney Spears,3HeS2aHGIwrs9dUI22bmf2,0.775,0.847,5,-3.951,0,0.12,0.0271,0.0166,0.231,0.934,143.034,audio_features,spotify:track:3HeS2aHGIwrs9dUI22bmf2,https://api.spotify.com/v1/tracks/3HeS2aHGIwrs9dUI22bmf2,https://api.spotify.com/v1/audio-analysis/3HeS2aHGIwrs9dUI22bmf2,198720,4
2941,Toxic,Britney Spears,3HeS2aHGIwrs9dUI22bmf2,0.775,0.847,5,-3.951,0,0.12,0.0271,0.0166,0.231,0.934,143.034,audio_features,spotify:track:3HeS2aHGIwrs9dUI22bmf2,https://api.spotify.com/v1/tracks/3HeS2aHGIwrs9dUI22bmf2,https://api.spotify.com/v1/audio-analysis/3HeS2aHGIwrs9dUI22bmf2,198720,4
2942,Toxic,Britney Spears,3HeS2aHGIwrs9dUI22bmf2,0.775,0.847,5,-3.951,0,0.12,0.0271,0.0166,0.231,0.934,143.034,audio_features,spotify:track:3HeS2aHGIwrs9dUI22bmf2,https://api.spotify.com/v1/tracks/3HeS2aHGIwrs9dUI22bmf2,https://api.spotify.com/v1/audio-analysis/3HeS2aHGIwrs9dUI22bmf2,198720,4
2943,Toxic,Britney Spears,3HeS2aHGIwrs9dUI22bmf2,0.775,0.847,5,-3.951,0,0.12,0.0271,0.0166,0.231,0.934,143.034,audio_features,spotify:track:3HeS2aHGIwrs9dUI22bmf2,https://api.spotify.com/v1/tracks/3HeS2aHGIwrs9dUI22bmf2,https://api.spotify.com/v1/audio-analysis/3HeS2aHGIwrs9dUI22bmf2,198720,4
2944,Perfectly Lonely,John Mayer,5REaFp1cB479ILIugfho41,0.681,0.517,0,-9.153,1,0.0235,0.00398,3.02e-05,0.0922,0.724,91.771,audio_features,spotify:track:5REaFp1cB479ILIugfho41,https://api.spotify.com/v1/tracks/5REaFp1cB479ILIugfho41,https://api.spotify.com/v1/audio-analysis/5REaFp1cB479ILIugfho41,266880,4
2945,P*ssy Galore,Black Thought,0l2j6A92gvsZJdj3q4FnTR,0.59,0.726,4,-9.748,1,0.419,0.0108,0.0,0.316,0.66,98.197,audio_features,spotify:track:0l2j6A92gvsZJdj3q4FnTR,https://api.spotify.com/v1/tracks/0l2j6A92gvsZJdj3q4FnTR,https://api.spotify.com/v1/audio-analysis/0l2j6A92gvsZJdj3q4FnTR,116520,4
2946,Friend or Foe '98,JAY-Z,0UP8oAI6IsU6QeuQuDhEmC,0.897,0.722,11,-5.885,1,0.371,0.0146,0.0,0.208,0.681,93.794,audio_features,spotify:track:0UP8oAI6IsU6QeuQuDhEmC,https://api.spotify.com/v1/tracks/0UP8oAI6IsU6QeuQuDhEmC,https://api.spotify.com/v1/audio-analysis/0UP8oAI6IsU6QeuQuDhEmC,128800,4
2947,Lost Ones,Ms. Lauryn Hill,2yRwnJjHPuIyGR8hfUhweo,0.6,0.916,8,-7.513,1,0.263,0.277,0.0,0.649,0.456,94.755,audio_features,spotify:track:2yRwnJjHPuIyGR8hfUhweo,https://api.spotify.com/v1/tracks/2yRwnJjHPuIyGR8hfUhweo,https://api.spotify.com/v1/audio-analysis/2yRwnJjHPuIyGR8hfUhweo,372225,4
2948,Silent Murder,Nas,4PCtTZ9GE2qdtg3BErWQ7c,0.808,0.777,8,-7.582,0,0.31,0.237,0.0,0.331,0.449,94.407,audio_features,spotify:track:4PCtTZ9GE2qdtg3BErWQ7c,https://api.spotify.com/v1/tracks/4PCtTZ9GE2qdtg3BErWQ7c,https://api.spotify.com/v1/audio-analysis/4PCtTZ9GE2qdtg3BErWQ7c,204853,4
2949,Fu-Gee-La,Fugees,3Hn06lsnwJvRV282KRwv4r,0.681,0.505,1,-11.709,1,0.138,0.137,0.0,0.234,0.399,89.953,audio_features,spotify:track:3Hn06lsnwJvRV282KRwv4r,https://api.spotify.com/v1/tracks/3Hn06lsnwJvRV282KRwv4r,https://api.spotify.com/v1/audio-analysis/3Hn06lsnwJvRV282KRwv4r,260067,4
2950,If I Ruled The World,Nas,6hkjEoQtgid1s3UDFxcw2I,0.87,0.544,1,-8.246,1,0.195,0.0362,2.06e-05,0.0502,0.587,93.94,audio_features,spotify:track:6hkjEoQtgid1s3UDFxcw2I,https://api.spotify.com/v1/tracks/6hkjEoQtgid1s3UDFxcw2I,https://api.spotify.com/v1/audio-analysis/6hkjEoQtgid1s3UDFxcw2I,284600,4
2951,What If - Radio Edit,Ruben Studdard,1aFHqdX6XGL3oBaOxKec8O,0.731,0.487,1,-5.8,1,0.0479,0.355,0.0,0.0548,0.743,144.047,audio_features,spotify:track:1aFHqdX6XGL3oBaOxKec8O,https://api.spotify.com/v1/tracks/1aFHqdX6XGL3oBaOxKec8O,https://api.spotify.com/v1/audio-analysis/1aFHqdX6XGL3oBaOxKec8O,239627,4
2952,Teach Me How to Be Loved,Rebecca Ferguson,3NBuBaTBAuih59tma1yvhf,0.633,0.322,2,-7.444,1,0.0276,0.903,0.0,0.11,0.212,136.044,audio_features,spotify:track:3NBuBaTBAuih59tma1yvhf,https://api.spotify.com/v1/tracks/3NBuBaTBAuih59tma1yvhf,https://api.spotify.com/v1/audio-analysis/3NBuBaTBAuih59tma1yvhf,229667,4
2953,I Got A Love Jones For You,Refugee Camp All-Stars presents Melky and Day,1BW7AjgPmD72LZBle6feEp,0.716,0.53,4,-8.411,0,0.0671,0.291,0.00194,0.0656,0.733,147.818,audio_features,spotify:track:1BW7AjgPmD72LZBle6feEp,https://api.spotify.com/v1/tracks/1BW7AjgPmD72LZBle6feEp,https://api.spotify.com/v1/audio-analysis/1BW7AjgPmD72LZBle6feEp,220400,4
2954,Happier,Marshmello,60xE0gVJMdB3Hxndj086Ex,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,audio_features,spotify:track:60xE0gVJMdB3Hxndj086Ex,https://api.spotify.com/v1/tracks/60xE0gVJMdB3Hxndj086Ex,https://api.spotify.com/v1/audio-analysis/60xE0gVJMdB3Hxndj086Ex,214290,4
2955,Runaway Train,Soul Asylum,7MWvJYSZIPp3FP0YHVOp4u,0.615,0.711,0,-6.634,1,0.0358,0.00454,0.0,0.122,0.524,117.432,audio_features,spotify:track:7MWvJYSZIPp3FP0YHVOp4u,https://api.spotify.com/v1/tracks/7MWvJYSZIPp3FP0YHVOp4u,https://api.spotify.com/v1/audio-analysis/7MWvJYSZIPp3FP0YHVOp4u,266373,4
2956,Runaway Train,Soul Asylum,7MWvJYSZIPp3FP0YHVOp4u,0.615,0.711,0,-6.634,1,0.0358,0.00454,0.0,0.122,0.524,117.432,audio_features,spotify:track:7MWvJYSZIPp3FP0YHVOp4u,https://api.spotify.com/v1/tracks/7MWvJYSZIPp3FP0YHVOp4u,https://api.spotify.com/v1/audio-analysis/7MWvJYSZIPp3FP0YHVOp4u,266373,4
2957,Runaway Train,Soul Asylum,7MWvJYSZIPp3FP0YHVOp4u,0.615,0.711,0,-6.634,1,0.0358,0.00454,0.0,0.122,0.524,117.432,audio_features,spotify:track:7MWvJYSZIPp3FP0YHVOp4u,https://api.spotify.com/v1/tracks/7MWvJYSZIPp3FP0YHVOp4u,https://api.spotify.com/v1/audio-analysis/7MWvJYSZIPp3FP0YHVOp4u,266373,4
2958,Runaway Train,Soul Asylum,7MWvJYSZIPp3FP0YHVOp4u,0.615,0.711,0,-6.634,1,0.0358,0.00454,0.0,0.122,0.524,117.432,audio_features,spotify:track:7MWvJYSZIPp3FP0YHVOp4u,https://api.spotify.com/v1/tracks/7MWvJYSZIPp3FP0YHVOp4u,https://api.spotify.com/v1/audio-analysis/7MWvJYSZIPp3FP0YHVOp4u,266373,4
2959,Niet Of Nooit Geweest,Acda en de Munnik,4OSlatgW5kFv5KrQxEkZ54,0.624,0.504,7,-9.013,1,0.029,0.346,0.0,0.163,0.536,122.269,audio_features,spotify:track:4OSlatgW5kFv5KrQxEkZ54,https://api.spotify.com/v1/tracks/4OSlatgW5kFv5KrQxEkZ54,https://api.spotify.com/v1/audio-analysis/4OSlatgW5kFv5KrQxEkZ54,242427,3
2960,Day of Celebration,Santana,1184WutH9nm8l1FqvqP83G,0.288,0.933,2,-7.568,1,0.0965,0.0664,0.00152,0.0727,0.563,79.133,audio_features,spotify:track:1184WutH9nm8l1FqvqP83G,https://api.spotify.com/v1/tracks/1184WutH9nm8l1FqvqP83G,https://api.spotify.com/v1/audio-analysis/1184WutH9nm8l1FqvqP83G,267867,4
2961,I Don't Wanna Cry - Live at the Tokyo Dome,Mariah Carey,34GRVzNyqDWcilauQ9UKfc,0.601,0.771,5,-6.313,0,0.0556,0.216,0.0,0.942,0.315,131.813,audio_features,spotify:track:34GRVzNyqDWcilauQ9UKfc,https://api.spotify.com/v1/tracks/34GRVzNyqDWcilauQ9UKfc,https://api.spotify.com/v1/audio-analysis/34GRVzNyqDWcilauQ9UKfc,354347,4
2962,Gonna Love Me,Teyana Taylor,1H5ViQ9Ti9jzUK3kfEIwKp,0.577,0.5,10,-7.143,0,0.276,0.439,2.7e-05,0.206,0.325,88.078,audio_features,spotify:track:1H5ViQ9Ti9jzUK3kfEIwKp,https://api.spotify.com/v1/tracks/1H5ViQ9Ti9jzUK3kfEIwKp,https://api.spotify.com/v1/audio-analysis/1H5ViQ9Ti9jzUK3kfEIwKp,167000,4
2963,Angel of Mine,Monica,5Om97PHFWmfjr44XCThzwb,0.578,0.494,10,-9.014,0,0.0241,0.00444,1.34e-05,0.247,0.215,90.228,audio_features,spotify:track:5Om97PHFWmfjr44XCThzwb,https://api.spotify.com/v1/tracks/5Om97PHFWmfjr44XCThzwb,https://api.spotify.com/v1/audio-analysis/5Om97PHFWmfjr44XCThzwb,250160,4
2964,Insane in the Brain,Cypress Hill,5Q9VftnZbrLASaW6jGpdRP,0.896,0.619,8,-10.453,0,0.23,0.0236,0.211,0.0999,0.765,102.233,audio_features,spotify:track:5Q9VftnZbrLASaW6jGpdRP,https://api.spotify.com/v1/tracks/5Q9VftnZbrLASaW6jGpdRP,https://api.spotify.com/v1/audio-analysis/5Q9VftnZbrLASaW6jGpdRP,208200,4
2965,U Got It Bad,Usher,5dXTnOKo3x5vzGSDIBDS4y,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,spotify:track:5dXTnOKo3x5vzGSDIBDS4y,https://api.spotify.com/v1/tracks/5dXTnOKo3x5vzGSDIBDS4y,https://api.spotify.com/v1/audio-analysis/5dXTnOKo3x5vzGSDIBDS4y,247840,4
2966,I Have Nothing - Film Version,Whitney Houston,0bYkZQZis6sGPX7nKzHm4w,0.472,0.57,7,-4.215,1,0.032,0.732,0.0,0.0814,0.154,152.88,audio_features,spotify:track:0bYkZQZis6sGPX7nKzHm4w,https://api.spotify.com/v1/tracks/0bYkZQZis6sGPX7nKzHm4w,https://api.spotify.com/v1/audio-analysis/0bYkZQZis6sGPX7nKzHm4w,297933,3
2967,Hélène,Roch Voisine,75KaJcGyLlZzMMoyXjdfiu,0.659,0.346,10,-11.038,1,0.0263,0.325,0.0,0.0787,0.174,111.238,audio_features,spotify:track:75KaJcGyLlZzMMoyXjdfiu,https://api.spotify.com/v1/tracks/75KaJcGyLlZzMMoyXjdfiu,https://api.spotify.com/v1/audio-analysis/75KaJcGyLlZzMMoyXjdfiu,223533,4
2968,Rockit,Herbie Hancock,7bE8yCyU8YyNQOZNl90QQo,0.871,0.872,10,-10.655,0,0.0758,0.0286,0.725,0.081,0.783,111.819,audio_features,spotify:track:7bE8yCyU8YyNQOZNl90QQo,https://api.spotify.com/v1/tracks/7bE8yCyU8YyNQOZNl90QQo,https://api.spotify.com/v1/audio-analysis/7bE8yCyU8YyNQOZNl90QQo,235773,4
2969,Sometimes - Remix,Jay Dee,7HMkdsurGPOpx9kCdZ7dJH,0.911,0.447,2,-6.688,1,0.288,0.0696,0.0,0.237,0.416,96.644,audio_features,spotify:track:7HMkdsurGPOpx9kCdZ7dJH,https://api.spotify.com/v1/tracks/7HMkdsurGPOpx9kCdZ7dJH,https://api.spotify.com/v1/audio-analysis/7HMkdsurGPOpx9kCdZ7dJH,252960,4
2970,No More,Ruff Endz,57wx5VeY0WvrJqK2wiTK4W,0.837,0.604,10,-6.97,0,0.0929,0.0318,6.78e-06,0.0621,0.929,97.001,audio_features,spotify:track:57wx5VeY0WvrJqK2wiTK4W,https://api.spotify.com/v1/tracks/57wx5VeY0WvrJqK2wiTK4W,https://api.spotify.com/v1/audio-analysis/57wx5VeY0WvrJqK2wiTK4W,241960,4
2971,I Got The Feeling,Today,1xnxNbmbG87HeWx05fpgZf,0.767,0.883,1,-7.444,1,0.179,0.026,0.00243,0.315,0.663,111.985,audio_features,spotify:track:1xnxNbmbG87HeWx05fpgZf,https://api.spotify.com/v1/tracks/1xnxNbmbG87HeWx05fpgZf,https://api.spotify.com/v1/audio-analysis/1xnxNbmbG87HeWx05fpgZf,226453,4
2972,Deep,Summer Walker,4mg9VDDIESSIbJViT8PD31,0.646,0.334,3,-9.915,0,0.248,0.626,1.21e-05,0.107,0.42,167.933,audio_features,spotify:track:4mg9VDDIESSIbJViT8PD31,https://api.spotify.com/v1/tracks/4mg9VDDIESSIbJViT8PD31,https://api.spotify.com/v1/audio-analysis/4mg9VDDIESSIbJViT8PD31,92093,4
2973,Me & My Crazy World,Lost Boyz,3TRyJdvrp3X8yr76ObReof,0.73,0.538,0,-9.097,1,0.116,0.00238,0.0,0.0651,0.589,92.154,audio_features,spotify:track:3TRyJdvrp3X8yr76ObReof,https://api.spotify.com/v1/tracks/3TRyJdvrp3X8yr76ObReof,https://api.spotify.com/v1/audio-analysis/3TRyJdvrp3X8yr76ObReof,311933,4
2974,Perfect Beat,ShaMe Aveknu,6Btl7kKAkEPjV6YBZFuN6a,0.736,0.74,0,-5.752,1,0.375,0.11,1.54e-05,0.0857,0.639,159.163,audio_features,spotify:track:6Btl7kKAkEPjV6YBZFuN6a,https://api.spotify.com/v1/tracks/6Btl7kKAkEPjV6YBZFuN6a,https://api.spotify.com/v1/audio-analysis/6Btl7kKAkEPjV6YBZFuN6a,208065,4
2975,If I Ruled The World,Nas,7HS0aQG9oVfcNq9qeP8Ino,0.87,0.544,1,-8.246,1,0.195,0.0362,2.06e-05,0.0502,0.587,93.94,audio_features,spotify:track:7HS0aQG9oVfcNq9qeP8Ino,https://api.spotify.com/v1/tracks/7HS0aQG9oVfcNq9qeP8Ino,https://api.spotify.com/v1/audio-analysis/7HS0aQG9oVfcNq9qeP8Ino,284600,4
2976,Extraordinary,Victory,3ASQCpTFJaS0OSoFxJxmUz,0.429,0.5,7,-9.006,0,0.0508,0.33,0.0,0.0943,0.173,73.405,audio_features,spotify:track:3ASQCpTFJaS0OSoFxJxmUz,https://api.spotify.com/v1/tracks/3ASQCpTFJaS0OSoFxJxmUz,https://api.spotify.com/v1/audio-analysis/3ASQCpTFJaS0OSoFxJxmUz,330413,4
2977,I Don't Wanna Know,Mario Winans,28KdK3DzO2WOUwPLkR0qsR,0.833,0.44,11,-8.173,0,0.0497,0.123,4.38e-05,0.131,0.424,97.01,audio_features,spotify:track:28KdK3DzO2WOUwPLkR0qsR,https://api.spotify.com/v1/tracks/28KdK3DzO2WOUwPLkR0qsR,https://api.spotify.com/v1/audio-analysis/28KdK3DzO2WOUwPLkR0qsR,256013,4
2978,Faithfully,Journey,5ZgbzGaqK7274ifKHQqUFJ,0.393,0.547,11,-7.776,1,0.0291,0.263,0.0,0.104,0.307,129.677,audio_features,spotify:track:5ZgbzGaqK7274ifKHQqUFJ,https://api.spotify.com/v1/tracks/5ZgbzGaqK7274ifKHQqUFJ,https://api.spotify.com/v1/audio-analysis/5ZgbzGaqK7274ifKHQqUFJ,266267,4
2979,Señorita,Shawn Mendes,7wW6h8Bv0JZBxb2z5QGkwj,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,audio_features,spotify:track:7wW6h8Bv0JZBxb2z5QGkwj,https://api.spotify.com/v1/tracks/7wW6h8Bv0JZBxb2z5QGkwj,https://api.spotify.com/v1/audio-analysis/7wW6h8Bv0JZBxb2z5QGkwj,190960,4
2980,Forrowest,Forro In The Dark,28icIPL0PQ0o1kG13RUQCw,0.778,0.398,9,-13.708,0,0.154,0.252,0.887,0.0981,0.525,96.891,audio_features,spotify:track:28icIPL0PQ0o1kG13RUQCw,https://api.spotify.com/v1/tracks/28icIPL0PQ0o1kG13RUQCw,https://api.spotify.com/v1/audio-analysis/28icIPL0PQ0o1kG13RUQCw,284627,4
2981,Total Eclipse of the Heart,Bonnie Tyler,0hElnhIhg4Vb8cIxw2CIwX,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,spotify:track:0hElnhIhg4Vb8cIxw2CIwX,https://api.spotify.com/v1/tracks/0hElnhIhg4Vb8cIxw2CIwX,https://api.spotify.com/v1/audio-analysis/0hElnhIhg4Vb8cIxw2CIwX,267360,4
2982,Ex-Factor - A Simple Mix,Ms. Lauryn Hill,3FhsvKkmzREGo7DvrNIXCM,0.611,0.82,1,-7.51,0,0.0978,0.0262,2.48e-05,0.0986,0.56,97.002,audio_features,spotify:track:3FhsvKkmzREGo7DvrNIXCM,https://api.spotify.com/v1/tracks/3FhsvKkmzREGo7DvrNIXCM,https://api.spotify.com/v1/audio-analysis/3FhsvKkmzREGo7DvrNIXCM,274800,4
2983,Girls Ain't Nothing But Trouble,DJ Jazzy Jeff & The Fresh Prince,1ZX8eigFCy6izr72CAXJvR,0.778,0.761,11,-4.216,0,0.329,0.0372,0.0,0.0694,0.714,188.234,audio_features,spotify:track:1ZX8eigFCy6izr72CAXJvR,https://api.spotify.com/v1/tracks/1ZX8eigFCy6izr72CAXJvR,https://api.spotify.com/v1/audio-analysis/1ZX8eigFCy6izr72CAXJvR,306267,4
2984,Boy You Knock Me Out - Single Edit,Tatyana Ali,6iGDujtLtAsakcqVZRMXMK,0.685,0.713,6,-7.065,0,0.0611,0.131,1.12e-05,0.162,0.683,92.184,audio_features,spotify:track:6iGDujtLtAsakcqVZRMXMK,https://api.spotify.com/v1/tracks/6iGDujtLtAsakcqVZRMXMK,https://api.spotify.com/v1/audio-analysis/6iGDujtLtAsakcqVZRMXMK,239013,4
