,song_title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
62,Despacito,2CELLOS,5PTWl0qvNIst0X9McEQXAZ,0.671,0.45,2,-8.804,1,0.0494,0.847,0.837,0.552,0.515,91.004,audio_features,spotify:track:5PTWl0qvNIst0X9McEQXAZ,https://api.spotify.com/v1/tracks/5PTWl0qvNIst0X9McEQXAZ,https://api.spotify.com/v1/audio-analysis/5PTWl0qvNIst0X9McEQXAZ,146280,4
63,Hard Knock Life (The Ghetto Anthem),JAY-Z,2VOkObbYjLqhTtz5m4OCHD,0.846,0.674,9,-5.878,0,0.343,0.0901,0.00163,0.0322,0.595,77.009,audio_features,spotify:track:2VOkObbYjLqhTtz5m4OCHD,https://api.spotify.com/v1/tracks/2VOkObbYjLqhTtz5m4OCHD,https://api.spotify.com/v1/audio-analysis/2VOkObbYjLqhTtz5m4OCHD,238467,4
64,Mi Gente,J Balvin,6hM1R6fAzDNkNF9jM8GDuk,0.766,0.578,11,-8.518,0,0.0838,0.0208,2.4e-05,0.157,0.316,105.013,audio_features,spotify:track:6hM1R6fAzDNkNF9jM8GDuk,https://api.spotify.com/v1/tracks/6hM1R6fAzDNkNF9jM8GDuk,https://api.spotify.com/v1/audio-analysis/6hM1R6fAzDNkNF9jM8GDuk,185507,4
65,How Many Mics,Fugees,1DsJw9U55zPRJRGaCg1nGf,0.79,0.522,6,-13.346,1,0.444,0.1,1.19e-05,0.479,0.802,82.923,audio_features,spotify:track:1DsJw9U55zPRJRGaCg1nGf,https://api.spotify.com/v1/tracks/1DsJw9U55zPRJRGaCg1nGf,https://api.spotify.com/v1/audio-analysis/1DsJw9U55zPRJRGaCg1nGf,268933,4
66,Baby Don't Change Your Mind,Gladys Knight & The Pips,6PeGVlPGDQUQL2hs1bLw0V,0.598,0.746,0,-10.699,1,0.058,0.107,0.0,0.0878,0.691,112.398,audio_features,spotify:track:6PeGVlPGDQUQL2hs1bLw0V,https://api.spotify.com/v1/tracks/6PeGVlPGDQUQL2hs1bLw0V,https://api.spotify.com/v1/audio-analysis/6PeGVlPGDQUQL2hs1bLw0V,190640,4
67,Lost Ones - Remix,Ms. Lauryn Hill,2mhpBEX3R4A89qym9bAMB8,0.58,0.722,2,-7.927,1,0.354,0.0168,2.07e-06,0.321,0.836,95.745,audio_features,spotify:track:2mhpBEX3R4A89qym9bAMB8,https://api.spotify.com/v1/tracks/2mhpBEX3R4A89qym9bAMB8,https://api.spotify.com/v1/audio-analysis/2mhpBEX3R4A89qym9bAMB8,256200,4
68,Round And Round - Remix,Jonell,1Hbs5IyyCbagbRmIIjBXdD,0.637,0.737,8,-4.395,1,0.248,0.304,0.0,0.0962,0.915,90.396,audio_features,spotify:track:1Hbs5IyyCbagbRmIIjBXdD,https://api.spotify.com/v1/tracks/1Hbs5IyyCbagbRmIIjBXdD,https://api.spotify.com/v1/audio-analysis/1Hbs5IyyCbagbRmIIjBXdD,230640,4
69,Perfectly Lonely,John Mayer,3PweCKio0NWk5CxmWOsj0X,0.681,0.517,0,-9.153,1,0.0235,0.00398,3.02e-05,0.0922,0.724,91.771,audio_features,spotify:track:3PweCKio0NWk5CxmWOsj0X,https://api.spotify.com/v1/tracks/3PweCKio0NWk5CxmWOsj0X,https://api.spotify.com/v1/audio-analysis/3PweCKio0NWk5CxmWOsj0X,266880,4
70,Promiscuous,Nelly Furtado,0dWpZLDnSvn7oSYzLrqLW8,0.796,0.972,10,-6.082,0,0.0491,0.0487,9.4e-05,0.132,0.874,114.34,audio_features,spotify:track:0dWpZLDnSvn7oSYzLrqLW8,https://api.spotify.com/v1/tracks/0dWpZLDnSvn7oSYzLrqLW8,https://api.spotify.com/v1/audio-analysis/0dWpZLDnSvn7oSYzLrqLW8,243747,4
71,Shoop,Salt-N-Pepa,3sImh10ovfmtG3i1Yj4ybo,0.938,0.656,0,-7.713,1,0.243,0.0957,0.0,0.104,0.782,96.919,audio_features,spotify:track:3sImh10ovfmtG3i1Yj4ybo,https://api.spotify.com/v1/tracks/3sImh10ovfmtG3i1Yj4ybo,https://api.spotify.com/v1/audio-analysis/3sImh10ovfmtG3i1Yj4ybo,241333,4
72,The Man I Love,Søs Fenger,4FkR4BsYEeJhuGj7Aqeiww,0.481,0.182,8,-11.889,1,0.0352,0.957,1.58e-05,0.148,0.103,117.74,audio_features,spotify:track:4FkR4BsYEeJhuGj7Aqeiww,https://api.spotify.com/v1/tracks/4FkR4BsYEeJhuGj7Aqeiww,https://api.spotify.com/v1/audio-analysis/4FkR4BsYEeJhuGj7Aqeiww,285867,4
73,Milky Cereal,LL Cool J,2PurfH69MPFYYRx53P6KWZ,0.92,0.858,8,-8.416,0,0.207,0.137,0.0,0.125,0.736,111.357,audio_features,spotify:track:2PurfH69MPFYYRx53P6KWZ,https://api.spotify.com/v1/tracks/2PurfH69MPFYYRx53P6KWZ,https://api.spotify.com/v1/audio-analysis/2PurfH69MPFYYRx53P6KWZ,233667,4
74,Black or White - Single Version,Michael Jackson,53DPbdYGthjZvmICDLnN98,0.743,0.89,4,-4.08,1,0.0495,0.0747,0.0574,0.0707,0.946,114.877,audio_features,spotify:track:53DPbdYGthjZvmICDLnN98,https://api.spotify.com/v1/tracks/53DPbdYGthjZvmICDLnN98,https://api.spotify.com/v1/audio-analysis/53DPbdYGthjZvmICDLnN98,201533,4
75,In the Air (feat. Keri Hilson) - Radio Edit,Chip,0RDvBaQcLVN6cEEJwJTX9Q,0.487,0.862,0,-3.16,1,0.0939,0.00623,0.0,0.184,0.273,85.797,audio_features,spotify:track:0RDvBaQcLVN6cEEJwJTX9Q,https://api.spotify.com/v1/tracks/0RDvBaQcLVN6cEEJwJTX9Q,https://api.spotify.com/v1/audio-analysis/0RDvBaQcLVN6cEEJwJTX9Q,216160,4
76,I Want It That Way,Backstreet Boys,29d5nPsPonBWrvLR1OkuTe,0.688,0.679,6,-6.247,0,0.0273,0.244,0.0,0.154,0.471,99.045,audio_features,spotify:track:29d5nPsPonBWrvLR1OkuTe,https://api.spotify.com/v1/tracks/29d5nPsPonBWrvLR1OkuTe,https://api.spotify.com/v1/audio-analysis/29d5nPsPonBWrvLR1OkuTe,212787,4
77,All I Live For - 1993,Mariah Carey,7zgEjKKBdV4SEX6X6n891W,0.656,0.82,8,-5.168,0,0.0433,0.0257,6.11e-06,0.0596,0.669,98.981,audio_features,spotify:track:7zgEjKKBdV4SEX6X6n891W,https://api.spotify.com/v1/tracks/7zgEjKKBdV4SEX6X6n891W,https://api.spotify.com/v1/audio-analysis/7zgEjKKBdV4SEX6X6n891W,202160,4
78,Say My Name,Destiny's Child,7GzwOc2K3KdKWXReWv50Dz,0.522,0.676,5,-3.571,0,0.16,0.274,0.0,0.134,0.746,67.427,audio_features,spotify:track:7GzwOc2K3KdKWXReWv50Dz,https://api.spotify.com/v1/tracks/7GzwOc2K3KdKWXReWv50Dz,https://api.spotify.com/v1/audio-analysis/7GzwOc2K3KdKWXReWv50Dz,271333,4
79,Say My Name,Destiny's Child,7GzwOc2K3KdKWXReWv50Dz,0.522,0.676,5,-3.571,0,0.16,0.274,0.0,0.134,0.746,67.427,audio_features,spotify:track:7GzwOc2K3KdKWXReWv50Dz,https://api.spotify.com/v1/tracks/7GzwOc2K3KdKWXReWv50Dz,https://api.spotify.com/v1/audio-analysis/7GzwOc2K3KdKWXReWv50Dz,271333,4
80,Say My Name,Destiny's Child,7GzwOc2K3KdKWXReWv50Dz,0.522,0.676,5,-3.571,0,0.16,0.274,0.0,0.134,0.746,67.427,audio_features,spotify:track:7GzwOc2K3KdKWXReWv50Dz,https://api.spotify.com/v1/tracks/7GzwOc2K3KdKWXReWv50Dz,https://api.spotify.com/v1/audio-analysis/7GzwOc2K3KdKWXReWv50Dz,271333,4
81,Say My Name,Destiny's Child,7GzwOc2K3KdKWXReWv50Dz,0.522,0.676,5,-3.571,0,0.16,0.274,0.0,0.134,0.746,67.427,audio_features,spotify:track:7GzwOc2K3KdKWXReWv50Dz,https://api.spotify.com/v1/tracks/7GzwOc2K3KdKWXReWv50Dz,https://api.spotify.com/v1/audio-analysis/7GzwOc2K3KdKWXReWv50Dz,271333,4
82,U Got It Bad,Usher,3hXDblNZboBkBHT82Bqnmp,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,spotify:track:3hXDblNZboBkBHT82Bqnmp,https://api.spotify.com/v1/tracks/3hXDblNZboBkBHT82Bqnmp,https://api.spotify.com/v1/audio-analysis/3hXDblNZboBkBHT82Bqnmp,247840,4
83,Save The Day (with Ms. Lauryn Hill) - 2020,Mariah Carey,5aO54UchLksSDWRLYtvbqg,0.466,0.55,3,-6.6,1,0.0285,0.0638,0.0,0.244,0.423,92.528,audio_features,spotify:track:5aO54UchLksSDWRLYtvbqg,https://api.spotify.com/v1/tracks/5aO54UchLksSDWRLYtvbqg,https://api.spotify.com/v1/audio-analysis/5aO54UchLksSDWRLYtvbqg,230893,4
84,Christmas (Baby Please Come Home),Cher,4uopTtTNE6LxT0HAQLV5vU,0.592,0.896,0,-6.824,1,0.0305,0.000601,7.78e-06,0.296,0.518,130.004,audio_features,spotify:track:4uopTtTNE6LxT0HAQLV5vU,https://api.spotify.com/v1/tracks/4uopTtTNE6LxT0HAQLV5vU,https://api.spotify.com/v1/audio-analysis/4uopTtTNE6LxT0HAQLV5vU,188533,4
85,Let's Build (feat. Quavo),Teyana Taylor,2CrK0hSGlIFESHiT6rPe1s,0.727,0.634,8,-6.681,0,0.0607,0.535,2.78e-06,0.0983,0.411,125.017,audio_features,spotify:track:2CrK0hSGlIFESHiT6rPe1s,https://api.spotify.com/v1/tracks/2CrK0hSGlIFESHiT6rPe1s,https://api.spotify.com/v1/audio-analysis/2CrK0hSGlIFESHiT6rPe1s,151720,4
86,Winter Wonderland,Donny Osmond,6K4Wjr2dB5XbDjYoJ3FkGA,0.762,0.869,0,-6.187,1,0.0469,0.254,1.46e-05,0.317,0.819,111.883,audio_features,spotify:track:6K4Wjr2dB5XbDjYoJ3FkGA,https://api.spotify.com/v1/tracks/6K4Wjr2dB5XbDjYoJ3FkGA,https://api.spotify.com/v1/audio-analysis/6K4Wjr2dB5XbDjYoJ3FkGA,213427,4
87,Perfect Match (Reprise),Kali Ranks,6Xevkt7f1QM5aZoOBTXiaO,0.445,0.488,9,-5.754,0,0.0599,0.184,3.52e-06,0.295,0.286,81.286,audio_features,spotify:track:6Xevkt7f1QM5aZoOBTXiaO,https://api.spotify.com/v1/tracks/6Xevkt7f1QM5aZoOBTXiaO,https://api.spotify.com/v1/audio-analysis/6Xevkt7f1QM5aZoOBTXiaO,290012,4
88,Can't Get Enough,Kenny Lattimore,43d3WCkXuVnN4P0HSLS29Z,0.787,0.392,5,-9.444,0,0.148,0.83,0.00307,0.139,0.832,96.019,audio_features,spotify:track:43d3WCkXuVnN4P0HSLS29Z,https://api.spotify.com/v1/tracks/43d3WCkXuVnN4P0HSLS29Z,https://api.spotify.com/v1/audio-analysis/43d3WCkXuVnN4P0HSLS29Z,240600,4
89,He Wasn't Man Enough,Toni Braxton,433yy0HQlwmqWZLYsVC1eu,0.743,0.913,11,-4.502,0,0.0425,0.00938,4.92e-05,0.307,0.763,88.018,audio_features,spotify:track:433yy0HQlwmqWZLYsVC1eu,https://api.spotify.com/v1/tracks/433yy0HQlwmqWZLYsVC1eu,https://api.spotify.com/v1/audio-analysis/433yy0HQlwmqWZLYsVC1eu,262600,4
90,A Happy Song,Victory,6JqAciIIbgFbmc0SE9Fvza,0.804,0.492,2,-6.457,1,0.0346,0.0831,0.0,0.137,0.801,122.053,audio_features,spotify:track:6JqAciIIbgFbmc0SE9Fvza,https://api.spotify.com/v1/tracks/6JqAciIIbgFbmc0SE9Fvza,https://api.spotify.com/v1/audio-analysis/6JqAciIIbgFbmc0SE9Fvza,243467,4
91,There You Go,P!nk,2UV7RDXvQlhOXLy1zdcnNn,0.822,0.847,10,-6.729,0,0.0917,0.0854,0.0,0.0452,0.668,107.908,audio_features,spotify:track:2UV7RDXvQlhOXLy1zdcnNn,https://api.spotify.com/v1/tracks/2UV7RDXvQlhOXLy1zdcnNn,https://api.spotify.com/v1/audio-analysis/2UV7RDXvQlhOXLy1zdcnNn,202800,4
92,Live It Up,John Legend,4v7GPlf49Mki23eSh3XXwd,0.68,0.63,10,-5.971,0,0.0397,0.3,3.98e-05,0.304,0.639,77.993,audio_features,spotify:track:4v7GPlf49Mki23eSh3XXwd,https://api.spotify.com/v1/tracks/4v7GPlf49Mki23eSh3XXwd,https://api.spotify.com/v1/audio-analysis/4v7GPlf49Mki23eSh3XXwd,275067,4
93,I Love Your Smile,Shanice,5zpVT8ezPfAjJpwPikIi6A,0.721,0.872,10,-7.401,0,0.117,0.0107,1.31e-05,0.146,0.735,93.953,audio_features,spotify:track:5zpVT8ezPfAjJpwPikIi6A,https://api.spotify.com/v1/tracks/5zpVT8ezPfAjJpwPikIi6A,https://api.spotify.com/v1/audio-analysis/5zpVT8ezPfAjJpwPikIi6A,259333,4
94,Miss Independent,Ne-Yo,4siH1nbT4UpDSNjTSK6NBa,0.664,0.649,1,-6.784,1,0.124,0.505,0.0,0.17,0.715,171.84,audio_features,spotify:track:4siH1nbT4UpDSNjTSK6NBa,https://api.spotify.com/v1/tracks/4siH1nbT4UpDSNjTSK6NBa,https://api.spotify.com/v1/audio-analysis/4siH1nbT4UpDSNjTSK6NBa,231190,4
95,Like You (feat. Ciara),Bow Wow,4oo1CFdffClOg9G88jJ0ns,0.548,0.586,1,-8.697,1,0.161,0.157,0.0,0.0892,0.449,81.466,audio_features,spotify:track:4oo1CFdffClOg9G88jJ0ns,https://api.spotify.com/v1/tracks/4oo1CFdffClOg9G88jJ0ns,https://api.spotify.com/v1/audio-analysis/4oo1CFdffClOg9G88jJ0ns,202773,4
96,Inside Out,Zedd,0zAveB9qlteOb57ySJ0Pi4,0.64,0.683,2,-4.309,1,0.0434,0.169,0.0,0.109,0.4,146.058,audio_features,spotify:track:0zAveB9qlteOb57ySJ0Pi4,https://api.spotify.com/v1/tracks/0zAveB9qlteOb57ySJ0Pi4,https://api.spotify.com/v1/audio-analysis/0zAveB9qlteOb57ySJ0Pi4,186245,4
97,Here,Alessia Cara,4hpBfmJ8gTzX6YyDPEXsWp,0.274,0.814,0,-4.023,1,0.259,0.0928,0.0,0.0723,0.323,177.804,audio_features,spotify:track:4hpBfmJ8gTzX6YyDPEXsWp,https://api.spotify.com/v1/tracks/4hpBfmJ8gTzX6YyDPEXsWp,https://api.spotify.com/v1/audio-analysis/4hpBfmJ8gTzX6YyDPEXsWp,201514,3
98,P*ssy Galore,Black Thought,7JYgzKMMoMyN9P9ZVuQP4T,0.59,0.726,4,-9.748,1,0.419,0.0108,0.0,0.316,0.66,98.197,audio_features,spotify:track:7JYgzKMMoMyN9P9ZVuQP4T,https://api.spotify.com/v1/tracks/7JYgzKMMoMyN9P9ZVuQP4T,https://api.spotify.com/v1/audio-analysis/7JYgzKMMoMyN9P9ZVuQP4T,116520,4
99,Red Intro,Fugees,3NFyBoF2cRpK01qoW6oLot,0.559,0.396,0,-16.997,0,0.618,0.793,0.0,0.162,0.772,149.994,audio_features,spotify:track:3NFyBoF2cRpK01qoW6oLot,https://api.spotify.com/v1/tracks/3NFyBoF2cRpK01qoW6oLot,https://api.spotify.com/v1/audio-analysis/3NFyBoF2cRpK01qoW6oLot,112000,4
100,Hit 'Em High,B-Real,0ljphc1oIyFQiLauQUkZ3s,0.837,0.785,6,-7.497,0,0.252,0.0388,0.0,0.328,0.661,94.049,audio_features,spotify:track:0ljphc1oIyFQiLauQUkZ3s,https://api.spotify.com/v1/tracks/0ljphc1oIyFQiLauQUkZ3s,https://api.spotify.com/v1/audio-analysis/0ljphc1oIyFQiLauQUkZ3s,257933,4
101,Ice Box - Radio Edit,Omarion,0t4hdGNHVJvXvQr6z9hdXO,0.74,0.794,8,-5.189,1,0.0764,0.197,0.0,0.0653,0.765,131.126,audio_features,spotify:track:0t4hdGNHVJvXvQr6z9hdXO,https://api.spotify.com/v1/tracks/0t4hdGNHVJvXvQr6z9hdXO,https://api.spotify.com/v1/audio-analysis/0t4hdGNHVJvXvQr6z9hdXO,240013,4
102,PJ's Feat. Big L,Black Thought,0nRwjZKUzj8axHUBx6hVo0,0.828,0.786,11,-7.702,0,0.293,0.0033,0.0,0.278,0.777,99.998,audio_features,spotify:track:0nRwjZKUzj8axHUBx6hVo0,https://api.spotify.com/v1/tracks/0nRwjZKUzj8axHUBx6hVo0,https://api.spotify.com/v1/audio-analysis/0nRwjZKUzj8axHUBx6hVo0,75893,4
103,Firm Biz,The Firm,4VR3fmVkyKx5gG6VyR4tdf,0.895,0.872,2,-2.667,1,0.2,0.0186,0.0,0.0639,0.718,101.843,audio_features,spotify:track:4VR3fmVkyKx5gG6VyR4tdf,https://api.spotify.com/v1/tracks/4VR3fmVkyKx5gG6VyR4tdf,https://api.spotify.com/v1/audio-analysis/4VR3fmVkyKx5gG6VyR4tdf,203907,4
104,Dream Catch Me,Newton Faulkner,1Oslp0PQ2fmhRsksfPCmv8,0.629,0.684,2,-7.006,1,0.0275,0.187,0.0,0.114,0.62,118.0,audio_features,spotify:track:1Oslp0PQ2fmhRsksfPCmv8,https://api.spotify.com/v1/tracks/1Oslp0PQ2fmhRsksfPCmv8,https://api.spotify.com/v1/audio-analysis/1Oslp0PQ2fmhRsksfPCmv8,233813,4
105,How Come,D12,7buHmcW2k4qVFXXmUfmuMC,0.751,0.851,9,-2.197,1,0.203,0.256,0.0,0.215,0.539,90.022,audio_features,spotify:track:7buHmcW2k4qVFXXmUfmuMC,https://api.spotify.com/v1/tracks/7buHmcW2k4qVFXXmUfmuMC,https://api.spotify.com/v1/audio-analysis/7buHmcW2k4qVFXXmUfmuMC,249533,4
106,Boy You Knock Me Out - Radio Edit,Tatyana Ali,2Pw02Z1dP195rJGjd6gXEZ,0.697,0.69,6,-6.473,0,0.0817,0.101,0.00013,0.154,0.636,92.131,audio_features,spotify:track:2Pw02Z1dP195rJGjd6gXEZ,https://api.spotify.com/v1/tracks/2Pw02Z1dP195rJGjd6gXEZ,https://api.spotify.com/v1/audio-analysis/2Pw02Z1dP195rJGjd6gXEZ,260293,4
107,Midnight Train to Georgia,Gladys Knight & The Pips,2AJtbjT1fHI7sYcLbyDcgG,0.582,0.51,10,-7.538,0,0.0353,0.116,0.0,0.159,0.51,89.384,audio_features,spotify:track:2AJtbjT1fHI7sYcLbyDcgG,https://api.spotify.com/v1/tracks/2AJtbjT1fHI7sYcLbyDcgG,https://api.spotify.com/v1/audio-analysis/2AJtbjT1fHI7sYcLbyDcgG,279200,4
108,Follow The Sun,Xavier Rudd,1K6AIhmZzU9lF8ci2R0r7l,0.61,0.348,0,-12.91,1,0.0412,0.501,6.3e-05,0.109,0.193,123.857,audio_features,spotify:track:1K6AIhmZzU9lF8ci2R0r7l,https://api.spotify.com/v1/tracks/1K6AIhmZzU9lF8ci2R0r7l,https://api.spotify.com/v1/audio-analysis/1K6AIhmZzU9lF8ci2R0r7l,253693,4
109,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,3oedBzag96zA0Tx1Kokwlj,0.412,0.29,4,-11.127,1,0.0308,0.728,2.58e-06,0.125,0.0394,98.96,audio_features,spotify:track:3oedBzag96zA0Tx1Kokwlj,https://api.spotify.com/v1/tracks/3oedBzag96zA0Tx1Kokwlj,https://api.spotify.com/v1/audio-analysis/3oedBzag96zA0Tx1Kokwlj,279133,1
110,African Mailman (Instrumental),Ms. Lauryn Hill,4HzLhyVdGNiwHMRUQa3lY0,0.582,0.817,7,-8.737,0,0.034,0.11,0.961,0.201,0.449,106.977,audio_features,spotify:track:4HzLhyVdGNiwHMRUQa3lY0,https://api.spotify.com/v1/tracks/4HzLhyVdGNiwHMRUQa3lY0,https://api.spotify.com/v1/audio-analysis/4HzLhyVdGNiwHMRUQa3lY0,312413,4
111,No Air (feat. Chris Brown),Jordin Sparks,6XYZ8HBVM33CVvPNPk8r5I,0.462,0.798,8,-4.621,0,0.197,0.0497,0.0,0.0734,0.33,159.922,audio_features,spotify:track:6XYZ8HBVM33CVvPNPk8r5I,https://api.spotify.com/v1/tracks/6XYZ8HBVM33CVvPNPk8r5I,https://api.spotify.com/v1/audio-analysis/6XYZ8HBVM33CVvPNPk8r5I,262339,4
112,Killing Me Softly With His Song,Fugees,5w98TrMjrJCcHuMJTxkbwl,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,audio_features,spotify:track:5w98TrMjrJCcHuMJTxkbwl,https://api.spotify.com/v1/tracks/5w98TrMjrJCcHuMJTxkbwl,https://api.spotify.com/v1/audio-analysis/5w98TrMjrJCcHuMJTxkbwl,298773,4
113,Can't Stay Away from You,Gloria Estefan,4j67vOLTV7mR9334lc7xdF,0.569,0.507,2,-7.606,1,0.0388,0.485,4.81e-05,0.178,0.549,77.896,audio_features,spotify:track:4j67vOLTV7mR9334lc7xdF,https://api.spotify.com/v1/tracks/4j67vOLTV7mR9334lc7xdF,https://api.spotify.com/v1/audio-analysis/4j67vOLTV7mR9334lc7xdF,230907,4
114,The Final Countdown,Europe,79TyKYWEnfjPlkts7P9LlE,0.528,0.851,6,-8.404,0,0.0592,0.0128,0.000255,0.262,0.267,117.597,audio_features,spotify:track:79TyKYWEnfjPlkts7P9LlE,https://api.spotify.com/v1/tracks/79TyKYWEnfjPlkts7P9LlE,https://api.spotify.com/v1/audio-analysis/79TyKYWEnfjPlkts7P9LlE,249347,4
115,"Less Than an Hour (Theme from ""Rush Hour 3"")",Nas,02VASyAkmc2HsXcV1EArPK,0.684,0.761,7,-6.155,1,0.105,0.122,0.0,0.111,0.331,103.449,audio_features,spotify:track:02VASyAkmc2HsXcV1EArPK,https://api.spotify.com/v1/tracks/02VASyAkmc2HsXcV1EArPK,https://api.spotify.com/v1/audio-analysis/02VASyAkmc2HsXcV1EArPK,196053,4
116,Can I Kick It?,A Tribe Called Quest,4JCCOEaM5QIM8kDZ5kaVll,0.861,0.557,7,-12.873,1,0.313,0.197,0.00618,0.222,0.717,96.684,audio_features,spotify:track:4JCCOEaM5QIM8kDZ5kaVll,https://api.spotify.com/v1/tracks/4JCCOEaM5QIM8kDZ5kaVll,https://api.spotify.com/v1/audio-analysis/4JCCOEaM5QIM8kDZ5kaVll,266200,4
117,After Party,Koffee Brown,6FLDnmfU1v7hejz8oVPOmp,0.778,0.589,5,-4.011,0,0.0516,0.0441,0.0,0.0779,0.634,105.511,audio_features,spotify:track:6FLDnmfU1v7hejz8oVPOmp,https://api.spotify.com/v1/tracks/6FLDnmfU1v7hejz8oVPOmp,https://api.spotify.com/v1/audio-analysis/6FLDnmfU1v7hejz8oVPOmp,211573,4
118,Picking Up the Pieces - Radio Edit,Paloma Faith,2dpm2NxsWeU0TWgrB6YUTM,0.635,0.712,7,-6.073,1,0.0453,0.388,0.0,0.559,0.236,136.042,audio_features,spotify:track:2dpm2NxsWeU0TWgrB6YUTM,https://api.spotify.com/v1/tracks/2dpm2NxsWeU0TWgrB6YUTM,https://api.spotify.com/v1/audio-analysis/2dpm2NxsWeU0TWgrB6YUTM,213067,4
119,I Know,Tony Thompson,0Gux9loRjZcZlEMLW3tViI,0.635,0.87,11,-5.852,0,0.145,0.0692,1.07e-05,0.183,0.789,187.528,audio_features,spotify:track:0Gux9loRjZcZlEMLW3tViI,https://api.spotify.com/v1/tracks/0Gux9loRjZcZlEMLW3tViI,https://api.spotify.com/v1/audio-analysis/0Gux9loRjZcZlEMLW3tViI,281613,4
120,In Love With You,Leche Martin,5X5fs1x1KpzR8HPrkPBMm5,0.729,0.545,1,-9.471,1,0.0522,0.108,0.00259,0.181,0.712,97.159,audio_features,spotify:track:5X5fs1x1KpzR8HPrkPBMm5,https://api.spotify.com/v1/tracks/5X5fs1x1KpzR8HPrkPBMm5,https://api.spotify.com/v1/audio-analysis/5X5fs1x1KpzR8HPrkPBMm5,208457,4
121,Lost Ones,Ms. Lauryn Hill,04SaOEt8PUQOmhTTyf0Npy,0.634,0.749,2,-6.12,1,0.42,0.0997,2.98e-06,0.126,0.642,94.254,audio_features,spotify:track:04SaOEt8PUQOmhTTyf0Npy,https://api.spotify.com/v1/tracks/04SaOEt8PUQOmhTTyf0Npy,https://api.spotify.com/v1/audio-analysis/04SaOEt8PUQOmhTTyf0Npy,333907,4
122,Because of You,Kelly Clarkson,2ZLqMQf7a5Y1kZ9mMLO7KF,0.584,0.477,5,-8.863,0,0.0328,0.134,0.0,0.129,0.118,139.97,audio_features,spotify:track:2ZLqMQf7a5Y1kZ9mMLO7KF,https://api.spotify.com/v1/tracks/2ZLqMQf7a5Y1kZ9mMLO7KF,https://api.spotify.com/v1/audio-analysis/2ZLqMQf7a5Y1kZ9mMLO7KF,221333,4
123,The Miseducation of Lauryn Hill,Ms. Lauryn Hill,12Y1GaS44vga0G3rUtjFAY,0.356,0.355,3,-11.125,0,0.0341,0.295,0.000107,0.151,0.653,69.271,audio_features,spotify:track:12Y1GaS44vga0G3rUtjFAY,https://api.spotify.com/v1/tracks/12Y1GaS44vga0G3rUtjFAY,https://api.spotify.com/v1/audio-analysis/12Y1GaS44vga0G3rUtjFAY,235467,4
124,Everything Is Everything,Ms. Lauryn Hill,3SCJDtzGuKDTBDt8fHpcW3,0.828,0.721,9,-7.882,1,0.277,0.372,0.0,0.0864,0.853,94.77,audio_features,spotify:track:3SCJDtzGuKDTBDt8fHpcW3,https://api.spotify.com/v1/tracks/3SCJDtzGuKDTBDt8fHpcW3,https://api.spotify.com/v1/audio-analysis/3SCJDtzGuKDTBDt8fHpcW3,293267,4
125,I Can Change (feat. Snoop Dogg),John Legend,4xFfDqhvO8Xkl60MmlvzaC,0.66,0.791,5,-6.386,0,0.0752,0.292,0.0281,0.0818,0.735,80.216,audio_features,spotify:track:4xFfDqhvO8Xkl60MmlvzaC,https://api.spotify.com/v1/tracks/4xFfDqhvO8Xkl60MmlvzaC,https://api.spotify.com/v1/audio-analysis/4xFfDqhvO8Xkl60MmlvzaC,299827,4
126,Learn to Fly,Foo Fighters,0Ui5S44YrEoa9iKS5z7DqF,0.456,0.925,4,-4.248,1,0.0443,1.6e-05,8.43e-06,0.256,0.516,136.001,audio_features,spotify:track:0Ui5S44YrEoa9iKS5z7DqF,https://api.spotify.com/v1/tracks/0Ui5S44YrEoa9iKS5z7DqF,https://api.spotify.com/v1/audio-analysis/0Ui5S44YrEoa9iKS5z7DqF,235293,4
127,Consumerism,Ms. Lauryn Hill,3Pr1NES8f4SdRmuiPcf4oK,0.604,0.922,4,-6.551,0,0.391,0.00644,1.14e-05,0.151,0.753,118.998,audio_features,spotify:track:3Pr1NES8f4SdRmuiPcf4oK,https://api.spotify.com/v1/tracks/3Pr1NES8f4SdRmuiPcf4oK,https://api.spotify.com/v1/audio-analysis/3Pr1NES8f4SdRmuiPcf4oK,290000,4
128,Wrong Bitch,Teyana Taylor,33eARItosPkQZxshJPzRgd,0.43,0.443,1,-6.38,0,0.187,0.799,0.0,0.113,0.516,169.38,audio_features,spotify:track:33eARItosPkQZxshJPzRgd,https://api.spotify.com/v1/tracks/33eARItosPkQZxshJPzRgd,https://api.spotify.com/v1/audio-analysis/33eARItosPkQZxshJPzRgd,159702,5
